,seq,time
0,tr,186546700
1,ra,122252100
2,av,183393200
3,ve,126413000
4,el,121558400
5, ,0
6,de,182941700
7,ea,124223300
8,ad,125585400
9, ,0
10,ex,123661100
11,xc,698972400
12,ci,126136000
13,it,124960800
14,te,61827400
15, ,0
16,on,184892400
17,nl,62804200
18,ly,190946300
19, ,0
20,po,62099600
21,oi,182069300
22,in,123733400
23,nt,189336700
24, ,0
25,co,122721100
26,ov,123312200
27,ve,122226800
28,er,122791600
29, ,0
30,to,123761400
31,oo,126354000
32,ol,185659900
33, ,0
34,un,185989800
35,ni,124101000
36,it,63939600
37, ,0
38,to,188065800
39,ou,687574500
40,uc,187050400
41,ch,123710700
42, ,0
43,un,187009900
44,nd,63074600
45,de,185294800
46,er,124738500
47, ,0
48,ch,125549700
49,ha,127113600
50,ar,123855800
51,ra,122861200
52,ac,186140400
53,ct,187526100
54,te,62060200
55,er,124563600
56, ,0
57,so,187021900
58,oi,993443900
59,il,63965600
60, ,0
61,ne,125462500
62,ee,185881300
63,ed,188060900
64, ,0
65,st,187314700
66,ta,124867700
67,an,123439300
68,nd,62034600
69, ,0
70,ma,1120213900
71,at,562327100
72,te,186405600
73,er,249557700
74,ri,2613413100
75,ia,127276500
76,al,126136400
77, ,0
78,sq,682038100
79,qu,63356000
80,ua,248535000
81,ar,187578700
82,re,375700
83, ,0
84,ev,248572200
85,ve,63067500
86,er,126869400
87, ,0
88,of,61311900
89,ff,186870900
90,fi,186429700
91,ic,185915200
92,ce,312058400
93, ,0
94,co,61647000
95,ou,123268400
96,un,186968300
97,nt,61981000
98, ,0
99,pr,124613600
100,ro,124367100
101,oc,123938800
102,ce,310165600
103,es,301200
104,ss,246268000
105, ,0
106,ha,62320300
107,av,186456400
108,ve,62145300
109, ,0
110,gl,124863000
111,la,122192700
112,as,123226900
113,ss,125532600
114, ,0
115,ba,123163700
116,as,185855300
117,si,123540300
118,ic,124450000
119, ,0
120,te,124749600
121,er,122871900
122,rm,123337800
123, ,0
124,lo,125322900
125,on,124320000
126,ng,63421200
127, ,0
128,hi,124313200
129,il,185460800
130,ll,433798500
131, ,0
132,pl,310895600
133,la,123701900
134,an,125974300
135,ne,62441800
136, ,0
137,wi,61120500
138,it,123205700
139,th,125420000
140, ,0
141,ef,617453200
142,ff,125177200
143,fe,61819400
144,ec,248784400
145,ct,126154800
146, ,0
147,co,125459100
148,ol,184073000
149,lo,124508700
150,on,189413300
