,seq,time
372,eg,188480100
373,gi,124269400
374,in,61256000
375, ,0
376,ki,187517100
377,il,185752100
378,ll,123581300
379, ,0
380,he,123732100
381,ea,125205700
382,ar,61666200
383,rd,373118500
384, ,0
385,wa,63814500
386,at,185494300
387,te,61423900
388,er,186831000
389, ,0
390,re,63620900
391,ep,186095100
392,pr,122716500
393,re,62021300
394,es,311960500
395,se,123505900
396,en,63483000
397,nt,122903800
398, ,0
399,co,62396500
400,ol,187178300
401,ll,123680100
402,le,61862400
403,ec,185458100
404,ct,188020200
405, ,0
406,fi,126411300
407,ig,186260700
408,gh,248161000
409,ht,684844100
410, ,0
411,fa,188507000
412,ai,123936300
413,ir,126175700
414, ,0
415,se,127382500
416,ea,123242200
417, ,0
418,mo,249235100
419,oo,123840200
420,on,125540400
421, ,0
422,co,123856900
423,oa,124553800
424,at,187833600
425, ,0
426,he,123093300
427,ea,62856000
428,ar,125094000
429,rt,186037800
430, ,0
431,gr,185479000
432,ra,124190400
433,an,124398200
434,nd,122591200
435, ,0
436,ma,61319300
437,ar,123917100
438,rk,125140600
439,ke,123580400
440,et,123308200
441, ,0
442,fo,621265200
443,ol,187246400
444,ll,125481000
445,lo,187430700
446,ow,187428800
447, ,0
448,mo,61133200
449,or,246247300
450,re,62766800
451, ,0
452,fi,121959400
453,in,61097700
454,ng,187294600
455,ge,63357400
456,er,124437900
457, ,0
458,st,250330300
459,to,248336700
460,op,125252800
461, ,0
462,co,118979400
463,ol,500109500
464,lu,249701100
465,um,248902300
466,mn,187601700
467, ,0
468,pl,187211700
469,la,124078800
470,an,124981700
471, ,0
472,co,62904200
473,on,123521700
474,nt,186704800
475,ta,358500
476,ai,124958900
477,in,123216700
478, ,0
479,wi,126100900
480,il,62248400
481,ld,249241800
482, ,0
483,bi,63880400
484,ir,186966200
485,rd,127031900
486, ,0
487,sh,62697600
488,ho,123976300
489,op,123249000
490, ,0
491,si,312711400
492,im,122982600
493,mp,186039800
494,pl,124385800
495,le,187892000
496, ,0
497,pl,189088200
498,la,124807900
499,an,123463300
500,ne,123231500
501, ,0
