,seq,time
0,ag,247366900
1,go,125175100
2, ,0
3,re,351400
4,ea,559722100
5,as,372682100
6,so,185500100
7,on,249335100
8, ,0
9,to,123880600
10,oo,189006600
11,ol,246033600
12, ,0
13,ri,125885300
14,id,188081400
15,de,187033600
16, ,0
17,sa,189082500
18,ai,185611600
19,id,186842200
20, ,0
21,pa,247936500
22,ar,248387800
23,rt,247894000
24,ty,124572700
25, ,0
26,on,187120200
27,nc,563596100
28,ce,185016800
29, ,0
30,ro,124790500
31,oc,310212800
32,ck,250108600
33, ,0
34,to,371351400
35,oo,188109700
36, ,0
37,pr,124549300
38,ri,187319200
39,in,246022300
40,nt,372173900
41, ,0
42,du,184619100
43,uc,123359500
44,ck,309647200
45, ,0
46,fa,62483400
47,at,187181900
48,th,1060325700
49,he,124458300
50,er,186999200
51, ,0
52,wa,248019800
53,al,874081100
54,ll,123750900
55, ,0
56,co,185298100
57,or,184681500
58,rr,123246900
59,re,123023600
60,ec,872221400
61,ct,247395700
62, ,0
63,su,186880500
64,ub,373325900
65,bs,312078000
66,st,186115000
67,ta,126014000
68,an,248043100
69,nc,125022500
70,ce,251423900
71, ,0
72,de,187736700
73,es,372558700
74,si,186701900
75,ig,433885000
76,gn,124969500
77, ,0
78,dr,251407500
79,re,188573700
80,ea,187689800
81,am,308217500
82, ,0
83,af,248823500
84,fr,248643800
85,ra,187420600
86,ai,61970400
87,id,187207200
88, ,0
89,do,123298900
90,ow,125110000
91,wn,189207100
92, ,0
93,co,125261100
94,om,186256200
95,mm,124966100
96,mo,123807400
97,on,123393000
98, ,0
99,ho,61803200
100,ow,124798700
101, ,0
102,sh,126845300
103,ho,185187700
104,op,186848000
105, ,0
106,re,63159100
107,ep,249515700
108,pr,186073500
109,re,124774000
110,es,246055200
111,se,251378100
112,en,183990500
113,nt,186560700
114, ,0
115,wh,185518100
116,hy,186099400
117, ,0
118,ne,187390000
119,ee,124149300
120,ed,248053700
121, ,0
122,on,187321300
123,ne,186345500
124, ,0
125,di,123436000
126,iv,123892800
127,vi,187273700
128,is,185355100
129,si,310252900
130,io,184261500
131,on,935424400
132, ,0
133,fa,124510900
134,av,185938900
135,vo,308016000
136,or,372605700
137, ,0
138,ve,126333000
139,er,188429700
140,rb,374143900
141, ,0
142,di,437014400
143,iv,250358900
144,vi,619349100
145,id,187955000
146,de,185899400
147, ,0
148,ev,185106400
149,ve,187090700
150,en,246976700
151,nt,252104700
152, ,0
153,pl,186926400
154,la,310330600
155,an,375887500
156,nt,309913100
157, ,0
158,fr,124455400
159,ro,310663600
160,on,250770400
161,nt,310079900
162, ,0
163,ha,310873500
164,an,374563200
165,nd,310055600
166, ,0
167,co,372443800
168,os,372274900
169,st,377205600
170, ,0
171,dr,187829900
172,ra,186881800
173,aw,187947600
174, ,0
175,mo,186178800
176,on,187522400
177,nt,183892900
178,th,187117200
179, ,0
180,ch,249329100
181,ha,249187800
182,an,186067000
183,nc,246739100
184,ce,186325600
185, ,0
186,de,126641700
187,es,186408300
188,sc,434032500
189,cr,184925000
190,ri,313536100
191,ib,248050700
192,be,310211900
193, ,0
194,ri,370616800
195,ic,310015700
196,ch,311104600
197, ,0
198,fo,371438400
199,ol,184226500
200,ll,121977400
201,lo,184601700
202,ow,309465700
203, ,0
204,go,371659800
205,on,248431500
206,ne,310644800
207, ,0
208,sh,622729800
209,ha,249322500
210,ap,312735400
211,pe,496023100
212, ,0
213,li,187029500
214,is,62150100
215,st,310533200
216, ,0
217,al,124229800
218,ls,187695300
219,so,123335100
220, ,0
221,fl,63993500
222,lo,185568800
223,ow,252157000
224,we,123953800
225,er,63030000
226, ,0
227,ea,124354400
228,ac,185506900
229,ch,125241800
230, ,0
231,un,185661900
232,ni,122924800
233,it,123705900
234, ,0
235,re,186087000
236,eg,312244500
237,gi,124762500
238,io,124403300
239,on,313092400
240, ,0
241,si,123973400
242,ig,185799400
243,gh,186838700
244,ht,123969500
245, ,0
246,wi,124684200
247,id,187968700
248,de,249258500
249, ,0
250,te,188466500
251,el,310999800
252,ll,186547300
253, ,0
254,ga,250696400
255,as,185495300
256, ,0
257,mu,187660200
258,uc,248954400
259,ch,310305900
260, ,0
261,ta,185221500
262,al,310188400
263,ll,126956700
264, ,0
265,se,189015600
266,ec,184975700
267,co,250130000
268,on,684603600
269,nd,375956900
270, ,0
271,me,379630900
272,ea,126877400
273,an,380023400
274,nt,375633000
275, ,0
276,bl,254956800
277,la,313007600
278,ac,187988200
279,ck,312008100
280, ,0
281,fr,186090600
282,re,125409300
283,ee,187154800
284, ,0
285,gl,312591800
286,la,247721000
287,as,188364200
288,ss,123876900
289, ,0
290,br,187708600
291,re,124541600
292,ea,249162700
293,ad,184807800
294, ,0
295,lo,124774400
296,os,748828800
297,st,309269400
298, ,0
299,fa,186203300
300,am,374839900
301,mo,248813400
302,ou,186736400
303,us,249683200
304, ,0
305,de,123182000
306,et,247447900
307,te,125269300
308,er,186881400
309,rm,249421400
310,mi,186230100
311,in,247614500
312,ne,247143500
313, ,0
314,pe,437351100
315,eo,372913400
316,op,187023600
317,pl,124304300
318,le,371578000
319, ,0
320,ha,310696700
321,al,372903200
322,lf,371874700
323, ,0
324,in,186990800
325,nt,494853100
326,te,249984200
327,er,125043700
328,re,186139300
329,es,185868500
330,st,249308700
331, ,0
332,an,435462600
333,ng,435432000
334,ge,246441300
335,er,125304600
336, ,0
337,se,186734800
338,en,372360600
339,nd,371303200
340, ,0
341,kn,249126100
342,ne,370664000
343,ew,184710100
344, ,0
345,cr,248706900
346,ro,314238300
347,os,308692600
348,ss,63146500
349, ,0
350,st,248914000
351,ta,188967700
352,ar,247537300
353, ,0
354,co,313041600
355,on,432069600
356,nt,377717100
357,ti,311917000
358,in,246566900
359,ne,247388400
360,en,247981400
361,nt,246523800
362, ,0
363,tr,187694600
364,ro,249925900
365,ou,186360400
366,ub,248891400
367,bl,309946100
368,le,313423600
369, ,0
370,mi,183539100
371,in,187478100
372,nu,186069800
373,ut,248226300
374,te,187588200
375, ,0
376,te,187815500
377,er,123821100
378,rm,435396400
379, ,0
380,fe,249305900
381,el,433781000
382,ll,188252600
383, ,0
384,ex,187937300
385,xc,189610800
386,ce,187519300
387,ep,373395900
388,pt,1680140700
389, ,0
390,jo,187526200
391,oi,189556500
392,in,185980300
393, ,0
394,fe,186459700
395,el,496710700
396,lt,310299500
397, ,0
398,go,310854800
399,ot,310374600
400, ,0
401,li,187994900
402,in,247341400
403,ne,247947600
404, ,0
405,ri,246101700
406,ig,249042500
407,gh,124687500
408,ht,187509600
409, ,0
410,sl,312347900
411,la,372102800
412,av,247683200
413,ve,746283200
414, ,0
415,ex,187008100
416,xa,122629000
417,ac,373637600
418,ct,308360500
419, ,0
420,wi,369673800
421,il,186317200
422,ll,123745900
423, ,0
424,fi,310495600
425,ig,186897200
426, ,0
427,ho,246526000
428,or,313270000
429,rs,187255800
430,se,125585600
431, ,0
432,th,124725900
433,ha,311941000
434,at,248053000
435, ,0
436,li,186038900
437,iq,374096600
438,qu,312452900
439,ui,123200700
440,id,311034200
441, ,0
442,ma,373338100
443,an,370325700
444, ,0
445,sl,371941900
446,le,310589500
447,ee,125279200
448,ep,373557900
449, ,0
450,sh,310757600
451,ha,250495200
452,ar,750273400
453,re,126587300
454, ,0
455,mo,185152000
456,os,312984200
457,st,249344600
458, ,0
459,te,185750800
460,ea,187700500
461,ac,246267100
462,ch,249353600
463, ,0
464,ge,309450700
465,et,187036400
466, ,0
467,ch,250056800
468,ha,248039800
469,ar,248673600
470,rt,186621400
471, ,0
472,se,123943800
473,ee,186493500
474, ,0
475,ne,434810800
476,ec,309715200
477,ce,374970900
478,es,184677000
479,ss,186098500
480,sa,185413800
481,ar,496087900
482,ry,246040700
483, ,0
484,fl,372605700
485,ly,495547600
486, ,0
