,seq,time
156,ce,186674400
157, ,0
158,se,186576200
159,et,682101200
160, ,0
161,de,186323600
162,es,186407000
163,sc,184713900
164,cr,185600300
165,ri,247325200
166,ib,248766800
167,be,247080100
168, ,0
169,tu,375599200
170,ub,372122500
171,be,188388700
172, ,0
173,su,374876900
174,up,246133000
175,pp,123653600
176,pl,187000200
177,ly,304953600
178, ,0
179,ex,808305600
180,xp,561775100
181,pe,306743600
182,ec,186351400
183,ct,186140500
184, ,0
185,yo,375565300
186,ou,248025700
187,ur,187473600
188, ,0
189,tr,123621400
190,ry,185409200
191, ,0
192,dr,186282100
193,ry,187780400
194, ,0
195,la,377015300
196,au,310357600
197,ug,246723900
198,gh,187451000
199, ,0
200,su,252164600
201,ub,497011300
202,bt,558232500
203,tr,123931700
204,ra,251178200
205,ac,247695000
206,ct,187286600
207, ,0
208,st,246248300
209,ti,559980000
210,il,186605100
211,ll,126576100
212, ,0
213,nu,125107800
214,um,185644300
215,me,313446400
216,er,125019400
217,ra,187261900
218,al,375045800
219, ,0
220,op,124316900
221,pp,183507500
222,po,247914000
223,os,371955400
224,si,311553900
225,it,309672600
226,te,187639200
227, ,0
228,eq,186137800
229,qu,313322800
230,ua,250772000
231,at,248296000
232,te,248658200
233, ,0
234,br,247218200
235,re,124427800
236,ea,185526600
237,ad,185814800
238, ,0
239,pa,374098200
240,as,310225500
241,ss,123672400
242, ,0
243,wo,373414800
244,oo,123021000
245,od,247506100
246, ,0
247,co,373401300
248,oo,62462800
249,ol,187339200
250, ,0
251,ox,372391900
252,xy,371993800
253,yg,185622700
254,ge,186943600
255,en,435345400
256, ,0
257,cr,249597200
258,ry,188369900
259, ,0
260,to,247553200
261,ot,249746000
262,ta,249917100
263,al,372623400
264, ,0
265,ne,310837300
266,ea,124995800
267,ar,186569400
268, ,0
269,co,311265500
270,on,248856600
271,ns,248549500
272,so,373337400
273,on,555842800
274,na,999860600
275,an,311397800
276,nt,308360900
277, ,0
278,ea,123463300
279,ac,311803300
280,ch,247623700
281, ,0
282,ma,309642500
283,at,311704000
284,te,125834700
285,er,246866700
286,ri,683723100
287,ia,186017600
288,al,249926400
289, ,0
290,ce,1990930700
291,en,2235826800
292,nt,252835400
293,te,62087100
294,er,60532300
295, ,0
296,se,126769200
297,ev,187726000
298,ve,186145800
299,en,372442000
300, ,0
301,fi,122814500
302,in,246549300
303,ne,62620300
304, ,0
305,su,377963000
306,ur,250050700
307,rf,185074100
308,fa,186176100
309,ac,188326200
310,ce,186844300
311, ,0
312,gr,186988600
313,ro,248786100
314,ou,187073000
315,up,558072200
316, ,0
317,ne,246919700
318,ee,125701200
319,ed,126166000
320, ,0
321,un,190606600
322,nt,247221700
323,ti,246431400
324,il,188604300
325, ,0
326,co,312121600
327,ot,310529100
328,tt,123874400
329,to,189550700
330,on,247396700
331, ,0
332,ol,125091200
333,ld,497458400
334, ,0
335,ba,249437000
336,ab,248464600
337,by,245517400
338, ,0
339,sh,313329100
340,ho,251155400
341,ou,185260400
342,ut,249303500
343, ,0
344,we,126075800
345,ee,123756500
346,ek,246144600
347, ,0
348,ro,744184500
349,ou,124620700
350,un,187664300
351,nd,310818800
352, ,0
353,pl,123526700
354,la,310474200
355,an,309179000
356,nt,311950200
357, ,0
358,pr,312445600
359,ri,251355900
360,in,372553800
361,nt,561068100
362, ,0
363,br,251063700
364,ri,247801400
365,ig,186438900
366,gh,185184900
367,ht,124601300
368, ,0
369,ap,371911200
370,pp,1701900300
371,pl,312175700
372,le,315864700
373, ,0
374,du,253972700
375,ur,251954200
376,ri,254024900
377,in,249713400
378,ng,247993300
379, ,0
380,us,309618300
381,su,248865200
382,ua,248998800
383,al,375454400
384, ,0
385,pl,185086100
386,lu,188091300
387,ur,371439400
388,ra,185213500
389,al,310171100
390, ,0
391,mo,252105400
392,om,188756900
393,me,310569800
394,en,495530100
395,nt,249003600
396, ,0
397,yo,867465900
398,ou,312135600
399, ,0
400,th,185958700
401,ho,186641900
402,os,247716000
403,se,123522500
404, ,0
405,pu,436279200
406,us,372791700
407,sh,312304700
408, ,0
409,fa,249391200
410,as,186053000
411,st,375223800
412, ,0
413,sh,310597400
414,ha,248946200
415,ap,434747700
416,pe,311392900
417, ,0
418,ap,370914400
419,pp,125666900
420,pe,311003600
421,ea,184658600
422,ar,185717500
423, ,0
424,ca,250696800
425,at,248714700
426, ,0
427,co,372587100
428,on,248862200
429,nt,682214100
430,ti,374129200
431,in,251235000
432,nu,247596600
433,ue,248645400
434, ,0
435,we,186843000
436,es,186233500
437,st,245783400
438, ,0
439,cl,311546000
440,lo,123974600
441,oc,312021700
442,ck,310681200
443, ,0
444,tw,247922700
445,we,124309600
446,en,439364400
447,nt,499613600
448,ty,124761400
449, ,0
450,fr,124891000
451,ra,187306300
452,ac,248563700
453,ct,250320700
454,ti,246991300
455,io,124038500
456,on,251281300
457, ,0
458,sh,372979900
459,he,247635100
460,ee,123587800
461,et,188030200
462, ,0
463,mi,187593500
464,ig,249016400
465,gh,122890000
466,ht,185873300
467, ,0
468,th,249356400
469,hi,188497600
470,in,187635200
471,nk,186601600
472, ,0
473,ve,187105700
474,er,187452500
475,ry,251435000
476, ,0
477,es,248780600
478,sp,1308432100
479,pe,996397000
480,ec,251697000
481,ci,310553800
482,ia,311002300
483,al,311463800
484,ll,122479600
485,ly,250592000
486, ,0
487,le,498117100
488,ef,123973200
489,ft,186678200
490, ,0
491,vo,308537500
492,oi,123743200
493,ic,558785500
494,ce,185144700
495, ,0
496,po,184223300
497,oi,124090700
498,in,187963100
499,nt,311651500
500, ,0
501,pr,311057000
502,re,187205400
503,et,186379100
504,tt,125334400
505,ty,124172800
506, ,0
507,el,310985100
508,ls,310519400
509,se,124113000
510, ,0
511,li,248934000
512,if,932353500
513,fe,308086800
514, ,0
515,tr,125009500
516,ru,248125800
517,uc,436322700
518,ck,312292100
519, ,0
520,ro,309741700
521,ow,310048600
522, ,0
523,sm,618011900
524,ma,311016900
525,al,371115900
526,ll,125816400
527, ,0
528,ba,249705600
529,al,372475200
530,ll,125003000
531, ,0
532,br,246611500
533,ro,247756800
534,ot,249031800
535,th,185906700
536,he,186569400
537,er,184995500
538, ,0
539,qu,313538400
540,ua,866097100
541,ar,250043400
542,rt,123990300
543, ,0
544,th,123778700
545,he,250629800
546,em,686678000
547, ,0
548,ev,184939600
549,ve,185485900
550,en,373787300
551,ni,124452400
552,in,185616500
553,ng,246982200
554, ,0
555,po,184696300
556,or,375094400
557,rt,186375900
558, ,0
559,ca,188858600
560,at,248723600
561,tc,187312700
562,ch,186111000
563, ,0
564,bo,311846800
565,ot,251492700
566,tt,123693200
567,to,247273900
568,om,495923900
569, ,0
570,de,124505800
571,ea,187519700
572,at,311042900
573,th,186443800
574, ,0
575,su,496617000
576,uf,311408800
577,ff,124893300
578,fi,186024100
579,ix,309722000
580, ,0
581,en,743310200
582,ne,250249000
583,er,126171600
584,rg,247514600
585,gy,248767900
586, ,0
587,wi,309863800
588,in,248156400
589,nt,310582300
590,te,187130900
591,er,186018500
592, ,0
593,en,743870000
594,ng,309473100
595,gi,187540900
596,in,247514200
597,ne,248600500
598, ,0
599,bu,248040300
600,ui,187044800
601,il,186497500
602,ld,495532700
603, ,0
604,he,248558700
605,ea,123650000
606,ar,246611700
607, ,0
608,fr,248689500
609,re,186850700
610,ee,124678400
611, ,0
612,he,247614000
613,ea,187187200
614,ar,250076900
615,rt,125779100
616, ,0
617,wa,124923400
618,an,432641800
619,nt,372361600
620, ,0
