,seq,time
378,at,127879700
379,th,507215800
380,ho,189835300
381,om,126977100
382,me,375997300
383,es,1896912600
384,si,126149700
385,in,189967600
386,nc,124909400
387,ce,315106100
388,ei,440022400
389,it,255066100
390,ts,3670912700
391,sf,571930400
392,fl,566001600
393,lo,380003900
394,oo,127003900
395,or,254964200
396,rs,1961006200
397,ss,190176300
398,sl,187795500
399,lo,313038300
400,op,250954800
401,pe,570132500
402,ed,1022963400
403,du,1649004200
404,up,187925200
405,pw,252677100
406,wa,252322200
407,ar,251028600
408,rd,826987300
409,da,379058200
410,as,254059500
411,st,316919000
412,th,190155500
413,he,63023000
414,ey,252767800
415,yd,1333309600
416,di,127094200
417,id,189979600
418,di,444113100
419,in,187016300
420,nt,1015959900
421,th,124873400
422,he,125081400
423,eb,568000900
424,ba,569914400
425,at,252194700
426,tt,126054800
427,tl,446065800
428,le,190052100
429,es,377414800
430,sh,506991800
431,hc,571282900
432,co,1392112100
433,oo,126988600
434,ol,251306800
