,seq,time
0,cli,188914000
1,lim,249127100
2,imb,1490787100
3, ,0
4,sim,749128800
5,imi,310186700
6,mil,248481900
7,ila,314888500
8,lar,313432900
9, ,0
10,bou,125315900
11,oug,312129500
12,ugh,436194900
13,ght,186718100
14, ,0
15,sun,498295000
16, ,0
17,syl,373380300
18,yll,311682300
19,lla,185027600
20,lab,186467300
21,abl,247277300
22,ble,248387500
23, ,0
24,wif,744448700
25,ife,744828900
26, ,0
27,sug,311835500
28,uga,374251800
29,gar,247935100
30, ,0
31,thr,371840400
32,hre,619773500
33,ree,622705800
34, ,0
35,phr,989835300
36,hra,495580000
37,ras,497684100
38,ase,497852300
39, ,0
40,mil,247822100
41,ill,249805600
42,lli,248792200
43,lio,309270000
44,ion,310232100
45, ,0
46,sho,249292200
47,hor,312160300
48,ore,249320100
49, ,0
50,fat,369769800
51,ath,621195800
52,the,747604900
53,her,373991400
54, ,0
55,hot,807381200
56, ,0
57,mat,250182700
58,atc,369879700
59,tch,306228200
60, ,0
61,log,246456400
62, ,0
63,maj,309708800
64,ajo,1054368300
65,jor,1056679600
66, ,0
67,pag,369368800
68,age,370073100
69, ,0
70,equ,248630100
71,qua,250356700
72,uat,311933800
73,ate,309075900
74, ,0
75,fea,311860100
76,ear,309970100
77, ,0
78,gra,247718300
79,ray,431249100
80, ,0
81,ide,314109600
82,dea,248405300
83, ,0
84,mis,186832100
85,iss,311807400
86, ,0
87,own,249540700
88, ,0
89,fee,310962800
90,eed,375346600
91, ,0
92,pas,434966200
93,ass,496877600
94, ,0
95,pla,248538200
96,lan,185605100
97,ane,248067700
98, ,0
99,hat,248448500
100, ,0
101,uni,311410000
102,nit,248785500
103, ,0
104,sle,186415900
105,lee,311518800
106,eep,250292800
107, ,0
108,iro,249993100
109,ron,248217100
110, ,0
111,ful,249347800
112,ull,251796800
113, ,0
114,val,187776900
115,all,248539100
116,lle,248694700
117,ley,250073700
118, ,0
119,alw,309698600
120,lwa,248533000
121,way,248897800
122,ays,312214800
123, ,0
124,pay,186254900
125, ,0
126,obj,312231700
127,bje,313363800
128,jec,310237000
129,ect,434652300
130, ,0
131,car,250169000
132,are,311591400
133, ,0
134,are,185955900
135, ,0
136,cat,807829800
137, ,0
138,cel,311454100
139,ell,247698700
140, ,0
141,sel,188785000
142,ell,248309100
143, ,0
144,und,308289700
145,nde,246036500
146,der,249486900
147, ,0
148,men,187378500
149, ,0
150,hum,310310400
151,uma,249110400
152,man,251189800
153, ,0
154,dre,309276400
155,res,375663200
156,ess,497808700
157, ,0
158,lea,124486700
159,eas,185882800
160,ast,874850100
161, ,0
162,whe,249053700
163,het,372842000
164,eth,559369900
165,the,496628800
166,her,248461500
167, ,0
168,gen,248831600
169,ent,310971500
170,ntl,372692600
171,tle,371083100
172, ,0
173,qui,186242500
174,uit,123403400
175,ite,185085900
176, ,0
177,fou,185940100
178,oun,247444500
179,und,309241800
180, ,0
181,lea,186239200
182,eav,309624700
183,ave,249362600
184, ,0
185,the,248263500
186,hey,311610800
187, ,0
188,bea,185721700
189,ear,186702100
190, ,0
191,cer,1365770100
192,ert,1553954700
193,rta,622375200
194,tai,247096800
195,ain,246490200
196, ,0
197,see,309719000
198,eem,309959000
199, ,0
200,swi,311374700
201,wim,434482300
202, ,0
203,nig,248020400
204,igh,247199200
205,ght,185372500
206, ,0
207,dea,311123100
208,ead,247590400
209, ,0
210,sui,185473000
211,uit,248753400
212, ,0
213,fil,248652300
214,ill,249450600
215, ,0
216,tal,247077400
217,all,248128800
218, ,0
219,mid,184652300
220,idd,248124000
221,ddl,372847600
222,dle,309259200
223, ,0
224,mar,185397500
225,ark,249000900
226,rke,311307800
227,ket,373897600
228, ,0
229,div,248553100
230,ivi,251469500
231,vis,559933800
232,isi,555765300
233,sio,185139100
234,ion,187245200
235, ,0
236,fin,311706500
237,ina,248986600
238,nal,186106000
239, ,0
240,wes,993330100
241,est,1118135100
242, ,0
243,any,313122800
244, ,0
245,try,249364100
246, ,0
247,quo,1490921300
248,uot,1491201600
249,oti,309591100
250,tie,246418000
251,ien,434068600
252,ent,497137500
253, ,0
254,bal,123564800
255,all,248777200
256, ,0
257,mix,187343800
258, ,0
259,mor,124430500
260,ore,124659800
261, ,0
262,cha,187886400
263,har,187148900
264,arg,307282800
265,rge,370180300
266, ,0
267,boo,189904600
268,ook,186495200
269, ,0
270,who,311297200
271,hol,371137700
272,ole,371227300
273, ,0
274,boa,436276100
275,oat,808731000
276, ,0
277,lan,187429400
278,ang,498735400
279,ngu,498151900
280,gua,248895700
281,uag,373307000
282,age,373119000
283, ,0
284,cro,247489900
285,ros,186544400
286,oss,310129900
287, ,0
288,cov,310042400
289,ove,431505900
290,ver,369626400
291, ,0
292,sin,245564000
293,ing,183899900
294, ,0
295,bro,748355400
296,roa,996307600
297,oad,876294200
298, ,0
299,bri,1303883500
300,rig,247051500
301,igh,247274400
302,ght,249296000
303, ,0
304,tha,185955200
305,han,312136500
306, ,0
307,cre,251264100
308,rea,125270500
309,eat,250633800
310,ate,249195800
311, ,0
312,pre,186487600
313,res,374153000
314,ese,374301000
315,sen,125236200
316,ent,246905500
317, ,0
318,map,187346700
319, ,0
320,els,187718100
321,lse,185226900
322, ,0
323,rea,125908700
324,eal,124321000
325, ,0
326,dry,308406400
327, ,0
328,fel,185534600
329,elt,310796600
330, ,0
331,how,187100700
332, ,0
333,has,185259900
334, ,0
335,ent,187361500
336,nte,187528000
337,ter,251010800
338, ,0
339,cor,186003400
340,orn,312435000
341, ,0
342,sim,126578200
343,imp,311582500
344,mpl,435347200
345,ple,374139300
346, ,0
347,one,189884700
348, ,0
349,cow,249639800
350, ,0
351,pra,810756600
352,rac,1369699200
353,act,868354700
354,cti,371218100
355,tic,684913100
356,ice,808728600
357, ,0
358,ple,250450500
359,lea,187928100
360,eas,248266800
361,ase,248813600
362, ,0
363,blu,246883900
364,lue,248302500
365, ,0
366,win,126923300
367, ,0
